,SNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD
1245,1246,2016-11-28,WholeSaleBox,eCommerce,B2B Wholesale Apparel Marketplace,Jaipur,"Manish Maheshwari, Contrarian Vriddhi Fund",Private Equity,2000000.0
1246,1247,2016-11-29,Crossahead,Consumer Internet,Creative Artists Discovery & Booking platform,NCR,Mohit Sharma,Seed Funding,
1247,1248,2016-11-29,Affordplan,Consumer Internet,Savings platform for Medical Expenses,NCR,"Prime Venture Partners, Kalaari Capital",Private Equity,3000000.0
1248,1249,2016-11-30,HandyTrain,Consumer Internet,Mobile App for SAAS based Training,Goa,"Silver Range Investments, Lumina Datamatics, Shun Yoshida & Others",Private Equity,1000000.0
1249,1250,2016-11-30,ShopsUp,eCommerce,Hyperlocal Shopping App,Bengaluru,"Anand Sankeshwar, Yang Shu",Seed Funding,963000.0
1250,1251,2016-11-30,Indofash,eCommerce,Ethnic Indian Fashion Marketplace,Bengaluru,"Shekhar Sahu, Nitesh Pant",Seed Funding,150000.0
1251,1252,2016-11-30,Entropika,Technology,"AI, Machine learning Solutions",Bengaluru,"Dileep Bhatt, Milind Chaudhary",Seed Funding,200000.0
1252,1253,2016-11-30,MarianaIQ,Technology,AI-driven B2B marketing platform,Bengaluru,Exfinity Venture Partners,Private Equity,2000000.0
1253,1254,2016-11-30,Chai Thela,Food & Beverage,Quick Service Restaurants,NCR,Quarizon,Seed Funding,218000.0
1254,1255,2016-11-30,Interviewpad,Technology,Engineering Interview facilitation platform,Pune,Krishna Rokhale,Seed Funding,100000.0
1255,1256,2016-11-30,Math Buddy,Consumer Internet,Online Math Learn,Vadodara,Menterra Social Impact Fund,Seed Funding,440000.0
1256,1257,2016-11-30,Pulse,Consumer Internet,Campus Social Networking App,Bengaluru,SAIF Partners,Private Equity,500000.0
1257,1258,2016-11-30,MonkeyBox,Consumer Internet,Healthy Food Delivery platform,Bengaluru,Blume Ventures & Others,Seed Funding,
1258,1259,2016-11-30,Carcrew.in,Consumer Internet,Online Car repair Marketplace,Mumbai,TVS Group,Seed Funding,500000.0
1259,1260,2016-10-03,MeraKisan,eCommerce,Fruit & vegetable eTailer,Bengaluru,Mahindra Univeg,Seed Funding,
1260,1261,2016-10-03,Mystifly,Consumer Internet,Airline Ticket Aggregator,Bengaluru,Recruit Holdings,Private Equity,5000000.0
1261,1262,2016-10-03,HelpChat,Consumer Internet,AI Powered Content & Commerce platform,Bengaluru,"American Express Ventures, Sequoia Capital",Private Equity,
1262,1263,2016-10-03,Uniphore,Technology,Speech Recognition Solutions,Chennai,"IDG Ventures, Indian Angel Network (IAN), YourNest Angel Fund",Private Equity,2000000.0
1263,1264,2016-10-03,World Art Community,eCommerce,Art & Craft Marketplace,NCR,Viraj Tyagi & Others,Seed Funding,200000.0
1264,1265,2016-10-04,Giftxoxo,eCommerce,Online Gifting platform,Bengaluru,Mahindra Holidays & Resorts India Ltd,Private Equity,450000.0
1265,1266,2016-10-04,Bharat Bazaar,eCommerce,Online B2B Marketplace,Mumbai,"BeeNext, TV Mohandas Pai, Kunal Shah, Sandeep Tandon",Seed Funding,
1266,1267,2016-10-04,GOQii,Consumer Internet,Health & Fitness Wearable Device,Mumbai,Ratan Tata,Private Equity,
1267,1268,2016-10-04,India Gifts Portal,eCommerce,Online Gifting platform,NCR,"Naveen Arya, Tarun Joshi",Private Equity,2000000.0
1268,1269,2016-10-04,Moglix,eCommerce,Industrial & Home products marketplace,NCR,"Accel Partners, Jungle Ventures, SeedPlus",Private Equity,4200000.0
1269,1270,2016-10-04,NetLinx,Consumer Internet,Internet Service Provider,Hyderabad,"Xchange Investors NV, TransGlobal FZC",Private Equity,3000000.0
1270,1271,2016-10-04,Scandid,Consumer Internet,Product Shopping Comparison App,Pune,3One4 Capital,Private Equity,
1271,1272,2016-10-04,Remitr,Consumer Internet,Foreign Currency Payments Platform,Mumbai,"Vijay Shekhar Sharma, Pravin Gandhi,\\xc2\\xa0 Smart Start Fund; Kunal Shah,\\xc2\\xa0 Sandeep Tandon, Vishal Gondal, & Others",Seed Funding,1000000.0
1272,1273,2016-10-04,InnerChef,Consumer Internet,Online food ordering platform,NCR,"Mistletoe, M&S Partners",Private Equity,2500000.0
1273,1274,2016-10-04,AppsDaily,Consumer Internet,"Mobile Phone Theft, Damage Protection platform",Mumbai,"Zodius Capital, Kalaari Capital, Qualcomm Ventures, Russian venture capital fund Ru-Net, Mumbai Angels",Private Equity,3750000.0
1274,1275,2016-10-05,MuhurtMaza,Consumer Internet,Online Puja Booking Service,Pune,Undisclosed Investors,Seed Funding,
1275,1276,2016-10-05,Azuro,Consumer Internet,Rental Property Finder platform,Mumbai,"White Unicorn Ventures, Kae Capital, Mumbai Angels",Private Equity,
1276,1277,2016-10-05,NeuroSynaptic,Technology,Remote Healthcare Delivery Solutions,Bengaluru,"Indian Angel Network, Healthsquad, Axilor Ventures",Private Equity,
1277,1278,2016-10-05,UE LifeSciences,Technology,Mobile Health Technology Solutions,Mumbai,"Kiran Mazumdar-Shaw, Unitus Seed Fund",Private Equity,1200000.0
1278,1279,2016-10-06,FindmeaShoe,Consumer Internet,Footwear Recommendation App,Bengaluru,Ventureast Fund Advisors,Seed Funding,
1279,1280,2016-10-06,RealBox,Technology,Data Sciences Platform,NCR,Hyderabad Angels,Seed Funding,300000.0
1280,1281,2016-10-06,Sportido,Consumer Internet,Sports Discovery platform,NCR,Sumpoorna Group,Seed Funding,
1281,1282,2016-10-06,GoZefo,eCommerce,Used Furniture & Appliances Marketplace,Bengaluru,"Helion Venture Partners, BeeNext",Private Equity,1050000.0
1282,1283,2016-10-07,RayIOT,Technology,Baby Monitoring Devices manufacturer,Bengaluru,HAX Accelerator,Seed Funding,100000.0
1283,1284,2016-10-07,KOOH Sports,Technology,Sports Training & Technology,Mumbai,"HDFC, Faering Capital, Elevate Sports",Private Equity,2200000.0
1284,1285,2016-10-07,Flexiloans,Consumer Internet,Online Funds Raising Platform,Mumbai,"Sanjay Nayar, Vikram Sud, Anil Jaggia, Narayan Seshadri",Private Equity,15000000.0
1285,1286,2016-10-07,Sibia Analytics,Technology,Marketing & Customer Analytics Solutions,Kolkata,Radhakrishnan Natarajan & Others,Seed Funding,
1286,1287,2016-10-10,Vithi.com,eCommerce,Online Hair Extension etailer,NCR,undisclosed investor,Seed Funding,375000.0
1287,1288,2016-10-11,Yupp TV,Consumer Internet,Internet-based TV streaming service provider,Bengaluru,Emerald Media,Private Equity,50000000.0
1288,1289,2016-10-11,Deyor Camps,Consumer Internet,Branded Camping location Aggregator,NCR,"Nitin Passi, Manickam Mahalingam, Udaan Angels, Rajesh Arora, Arkas Industries",Seed Funding,500000.0
1289,1290,2016-10-12,ZipLoan,Consumer Internet,online lending platform,NCR,"GrowX Ventures, Sunil Kalra, Arun Venkatachalam,\\xc2\\xa0 Badal Malick",Seed Funding,
1290,1291,2016-10-13,FabAlley,eCommerce,online fashion brand store,NCR,"India Quotient, FAO Ventures, Indian Angel Network, Tushar Singh, Ranjan Sharma",Private Equity,2000000.0
1291,1292,2016-10-13,Shoekonnect,eCommerce,B2B Marketplace for Shoes,Agra,Indian Angel Network,Seed Funding,
1292,1293,2016-10-13,Maya,Consumer Internet,Womens Health Tracker App,Bengaluru,Rajan Anandan,Seed Funding,
1293,1294,2016-10-13,RoboVac,Technology,waterless car washing solution,Ahmedabad,Virendra Patel,Seed Funding,450000.0
1294,1295,2016-10-14,Newspatrolling,Consumer Internet,Online News portal,NCR,Undisclosed Investors,Seed Funding,25000.0
1295,1296,2016-10-14,Postman,Consumer Internet,API Platform,Bengaluru,Nexus Venture Partners,Private Equity,7000000.0
1296,1297,2016-10-14,ISFC,Finance,Education Sector Lending,Hyderabad,Gray Matters Capital,Private Equity,6000000.0
1297,1298,2016-10-14,BeatRoute,Technology,SAAS based mobile application platform,NCR,Quarizon Consultancy Services LLP,Seed Funding,
1298,1299,2016-10-14,Kidsstoppress,Consumer Internet,Parenting and Baby care Platform,Mumbai,Karan Bhagat,Seed Funding,
1299,1300,2016-10-14,Innov8,Consumer Internet,Co-Working Spaces aggregator,Bengaluru,Punit Soni,Seed Funding,
1300,1301,2016-10-15,DailyHunt,Consumer Internet,Vernacular content mobile app,Bengaluru,"ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,\\xc2\\xa0 Falcon Edge",Private Equity,25000000.0
1301,1302,2016-10-15,Tazzo Bikes,Consumer Internet,Motorbike rental platform,Hyderabad,DSG Consumer Partners,Seed Funding,227000.0
1302,1303,2016-10-15,MyKindofJob,Consumer Internet,Internet & Fresher Job platform,Mumbai,"Mayank Shah, Shreyans Shah",Seed Funding,1000000.0
1303,1304,2016-10-17,Trilyo,Technology,B2B SAAS based product,Bengaluru,"Vishnu Bhat, Rajiv Lunkad, Naresh Ravindranath",Seed Funding,
1304,1305,2016-10-17,Rooter,Consumer Internet,Sports Social Network mobile app,NCR,"Boman Irani, Dhruv Chitgopekar, Prantik Dasgupta",Seed Funding,
1305,1306,2016-10-17,Yumigo,Consumer Internet,App based Travel Discovery and Transactions platform,NCR,Hemant Sahni,Seed Funding,300000.0
1306,1307,2016-10-17,Rentalpha,Others,equipment rental and leasing company,Mumbai,Bravia Capital,Private Equity,16000000.0
1307,1308,2016-10-18,3Dexter,Technology,3D Printing Solutions for Edu space,NCR,Newbie Promoters,Seed Funding,150000.0
1308,1309,2016-10-18,BabyChakra,Consumer Internet,Parenting and Child Care portal,Mumbai,RoundGlass Partners,Private Equity,
1309,1310,2016-10-18,Coppre,eCommerce,Copper based items etailer,Pune,Ganesh Natarajan,Seed Funding,
1310,1311,2016-10-18,MySUN,Technology,Solar Energy harnessing products marketplace,NCR,General Catalyst Partners,Private Equity,2500000.0
1311,1312,2016-10-18,ePathsala,Technology,Cloud based ERP for Accreditation & ICT,Bengaluru,"Hyderabad Angels, TLabs",Seed Funding,
1312,1313,2016-10-19,Furlenco,Consumer Internet,Online Furniture Rental platform,Bengaluru,"Lightbox Ventures, Axis Capital & Others",Private Equity,30000000.0
1313,1314,2016-10-19,Fisdom,Consumer Internet,Personal Wealth Management Platform & App,Bengaluru,"Saama Capital, Raghunandan G, Aprameya Radhakrishna",Private Equity,1100000.0
1314,1315,2016-10-19,Actofit,Technology,Wearable Technology platform & devices,Mumbai,Next Orbit Ventures Fund,Private Equity,750000.0
1315,1316,2016-10-20,Stayology,Consumer Internet,Stay & Travel related services,Bengaluru,Ranjan Pai,Seed Funding,
1316,1317,2016-10-20,Hipcask,Consumer Internet,Alcoholic beverage discovery platform,Mumbai,Mobikon,Seed Funding,
1317,1318,2016-10-20,RailYatri,Consumer Internet,Train Travel Info mobile app,NCR,"Helion Ventures, Blume ventures",Private Equity,
1318,1319,2016-10-21,ChatOnGo,Consumer Internet,Hyperlocal\\xc2\\xa0 Communication Mobile app,Mumbai,Janak Jain,Seed Funding,300000.0
1319,1320,2016-10-23,WOTU,eCommerce,B2B Marketplace for traders,Bengaluru,KAE capital,Seed Funding,
1320,1321,2016-10-24,Healthians,Consumer Internet,Health Test Discovery & Ordering service,NCR,BEENEXT,Private Equity,3000000.0
1321,1322,2016-10-24,Box8,Consumer Internet,Online Food Ordering platform/App,Mumbai,"IIFL Seed Ventures Fund, Mayfield Ventures",Private Equity,7500000.0
1322,1323,2016-10-25,Kredx,eCommerce,Invoice discounting marketplace,Bengaluru,Sequoia Capital,Private Equity,6000000.0
1323,1324,2016-10-25,CreditMate,Consumer Internet,Credit Report Info platform,Mumbai,India Quotient,Seed Funding,500000.0
1324,1325,2016-10-25,Pickrr,Technology,Courier Logistics & Order management Solutions,NCR,Swastika Company Ltd,Seed Funding,
1325,1326,2016-10-25,SatvaKart,eCommerce,Online Grocery Etailer,NCR,Nimit Panigrahi,Seed Funding,
1326,1327,2016-10-25,SooperMO,Technology,Android utility app suite creator,NCR,Lalit Vase,Seed Funding,100000.0
1327,1328,2016-10-26,OrangeTwig,Consumer Internet,Social Media Marketing platform,NCR,Undisclosed Investors,Seed Funding,1000000.0
1328,1329,2016-10-26,Wooplr,Consumer Internet,Fashion Discovery App,Bengaluru,"Astarc Ventures, Anand Chandrasekaran",Seed Funding,
1329,1330,2016-10-26,The Kettlery,eCommerce,Online Tea Etailer,Ahmedabad,"hooting Starts Sports LLP, Franchise India Brands",Private Equity,1000000.0
1330,1331,2016-10-27,Idea Bubbles,Consumer Internet,Doctor Consulting platform,Bengaluru,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.",Private Equity,700000.0
1331,1332,2016-10-27,FR8,Technology,Truck Fleet Operation platform,Chennai,Omnivore Partners,Private Equity,971000.0
1332,1333,2016-10-27,Ather Energy,Technology,Electric Vehicle Manufacturer,Bengaluru,Hero MotoCorp,Private Equity,27000000.0
1333,1334,2016-10-28,Pikkol,Logistics,Relocation Service provider,Bengaluru,"Ajay Nanavati, Afsal Salu",Seed Funding,
1334,1335,2016-10-29,Velmenni,Technology,LiFi based wireless communication provider,NCR,Kalaari Capital,Seed Funding,100000.0
1335,1336,2016-10-29,Volta Motors,Technology,Electric Bike Manufacturer,Chennai,Kalaari Capital,Seed Funding,100000.0
1336,1337,2016-10-29,Cyclops,Technology,Clinical and Wearable Diagnostic Product creator,Bengaluru,Kalaari Capital,Seed Funding,100000.0
1337,1338,2016-10-30,Impact Analytics,Technology,Business intelligence and data science Startup,Bengaluru,"Aarin Capital, Michael Herzig, Ashish Lakhanpal",Private Equity,750000.0
1338,1339,2016-10-31,Talent Next,Consumer Internet,Talent Discovery & Audition management platform,Mumbai,Karanpal Singh & Others,Seed Funding,1000000.0
1339,1340,2016-09-01,Mad Street Den,Technology,Artificial Intelligence platform,Chennai,"Sequoia India, Exfinity Ventures, growX ventures,",Private Equity,
1340,1341,2016-09-01,Mihup,Technology,Personal Digital Assistant,Kolkata,Accel Partners,Private Equity,6700000.0
1341,1342,2016-09-01,Renowala,eCommerce,Home Improvement Marketplace,Hyderabad,Pradeep Dhobale,Seed Funding,
1342,1343,2016-09-01,Lucideus,Technology,IT Risk Assessment and Digital Security Services provider.,NCR,Amit Choudhary,Seed Funding,
1343,1344,2016-09-04,Trackbizz,Technology,Field Force Automation System,Kochi,Grasshoppers,Private Equity,
1344,1345,2016-09-05,Social Quotient,Technology,Platform for Social Causes,Mumbai,"Anita Dongre, Yash Dongre, Milind Sarwate",Seed Funding,
1345,1346,2016-09-05,Stalk Buy Love,eCommerce,Fashion Apparel eTailer,NCR,William Bissel,Seed Funding,
1346,1347,2016-09-06,eShakti,eCommerce,Women\xe2\x80\x99s Fashion Apparel eTailer,Chennai,"Infina Finance Pvt. Ltd, Uday Kotak",Private Equity,1350000.0
1347,1348,2016-09-06,CheersOye!,Consumer Internet,Online Gift Vouchers platform,Mumbai,Undisclosed Investors,Seed Funding,500000.0
1348,1349,2016-09-06,Lenskart,eCommerce,Online Eyewear eTailer,NCR,PremjiInvest,Private Equity,
1349,1350,2016-09-06,BigStylist,Consumer Internet,Hyperlocal doorstep Beauty Services provider,Mumbai,Info Edge (India) Ltd,Private Equity,900000.0
1350,1351,2016-09-07,Zilingo,eCommerce,Online Fashion Retailer,Bangalore/ Bangkok,"Venturra Capital, Sequoia India, Susquehanna International Group.\\xc2\\xa0 Wavemaker Partners, Beenext, Beenos, Digital Garage",Private Equity,8000000.0
1351,1352,2016-09-07,Alternacare,Consumer Internet,Online Doctor Consulting platform,NCR,Eros Labs,Seed Funding,500000.0
1352,1353,2016-09-07,Simplilearn,Education,Online Certification programs,Bengaluru,InnoVen Capital India,Private Equity,6000000.0
1353,1354,2016-09-07,Prozo,eCommerce,Study Material Marketplace,NCR,"Earlsfield Capital, Sailender Solanki, Rajiv Solanki",Seed Funding,315000.0
1354,1355,2016-09-08,TopRankers,Education,Online Test Preparation platform,Bengaluru,"CareerNet Consulting Pvt. Ltd, Ideation Initiative Pvt. Ltd,",Seed Funding,670000.0
1355,1356,2016-09-08,BuildTraders,eCommerce,Online Construction Materials Marketplace,Bengaluru,Idein Ventures,Seed Funding,200000.0
1356,1357,2016-09-09,Byju's,Education,Online Learning App,Bengaluru,"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures",Private Equity,50000000.0
1357,1358,2016-09-09,NoBroker,Consumer Internet,Online Home Rental platform,Bengaluru,Anand Chandrasekaran,Seed Funding,
1358,1359,2016-09-10,Freshboxx,eCommerce,Fruits & vegetable eTailer,Hubli,Ravi Linganuri,Seed Funding,
1359,1360,2016-09-10,CureInstant,Consumer Internet,Social Health Networking Platform,NCR,Dr. Rameshwar Kumar,Seed Funding,150000.0
1360,1361,2016-09-10,Poshtic,Consumer Internet,Online health & Wellness platform,NCR,"havya Sharma, Amit Nagar",Seed Funding,450000.0
1361,1362,2016-09-10,KarmaCircles,Consumer Internet,Peer-to-peer Social Learning platform,NCR,"Harinder Takhar, Zain Raj, Dr. Prasad Kaipa, Abaran Deep, Aseem Sood, Mustafa Patni",Seed Funding,
1362,1363,2016-09-12,Purple Style Labs,Consumer Internet,Personal Styling Online platform,Mumbai,"Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan",Seed Funding,448000.0
1363,1364,2016-09-12,Inuxu,Technology,Online Advertising Solutions,Pune,Fork Media,Private Equity,3000000.0
1364,1365,2016-09-12,Nykaa,eCommerce,Online Beauty products eTailer,Mumbai,"Sunil Munjal, Mariwala family",Private Equity,12300000.0
1365,1366,2016-09-12,Glam Studios,Consumer Internet,Beauty Salon Aggregator,NCR,"Pradeep Mirani, Aqeel Ahmed, Anand Ladsariya, Nitin Agarwal",Seed Funding,300000.0
1366,1367,2016-09-13,Findow,Consumer Internet,Fashion Discovery Mobile app,Bengaluru,Raj Singh Bhandal,Seed Funding,
1367,1368,2016-09-13,IdeaChakki,Consumer Internet,Restaurant Menu & Food mobile app,NCR,Ratan Tata,Seed Funding,
1368,1369,2016-09-13,ShoeKonnect,eCommerce,Footwear & Leather B2B App,Agra,Indian Angels Network,Seed Funding,
1369,1370,2016-09-13,NearBuy,Consumer Internet,Online Deals & Discount platform,NCR,BlackSoil Capital Pvt. Ltd.,Private Equity,2500000.0
1370,1371,2016-09-14,ZeroInfy,Consumer Internet,Online Video Lectures platform,Kolkata,Calcutta Angels Network,Seed Funding,
1371,1372,2016-09-14,Flocareer,Consumer Internet,Jobs & Skill Validation platform,Bengaluru,"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others",Seed Funding,150000.0
1372,1373,2016-09-14,LensPick,eCommerce,eyewear eTailer,Bengaluru,Scadea Solutions Inc,Private Equity,
1373,1374,2016-09-15,infeedo,Consumer Internet,Employee engagement platform,NCR,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,\\xc2\\xa0 Vivek Bhargava, Rahul Singh, Ambarish Gupta,",Seed Funding,200000.0
1374,1375,2016-09-15,Furlenco,eCommerce,Online furniture rental startup,Bengaluru,Lightbox Ventures and others,Private Equity,5000000.0
1375,1376,2016-09-15,GoPigeon,Consumer Internet,on-demand logistics service provider,Bengaluru,Nexus Venture Partners,Private Equity,1500000.0
1376,1377,2016-09-16,NewsDistill,Consumer Internet,City based News Aggregator App,Hyderabad,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",Seed Funding,100000.0
1377,1378,2016-09-16,DoctorInsta,Consumer Internet,Online Doctor Consultations,NCR,RoundGlass Partners,Private Equity,1000000.0
1378,1379,2016-09-19,Milofy,Consumer Internet,Couple Socialization App,Bengaluru,Accel Partners,Seed Funding,750000.0
1379,1380,2016-09-19,Liqvid,Technology,Integrated eLearning content solutions,NCR,Gray Matters Capital,Private Equity,
1380,1381,2016-09-19,Swiggy,Consumer Internet,Online Food Ordering & Delivery,Bengaluru,Bessemer Venture Partners,Private Equity,15000000.0
1381,1382,2016-09-20,Codemojo,Consumer Internet,Customer Engagement Platform,Bengaluru,CIO Angel Network,Seed Funding,
1382,1383,2016-09-20,JustLikeNew,eCommerce,Online gadget Repair Services Marketplace,Hyderabad,LetsVenture,Seed Funding,500000.0
1383,1384,2016-09-20,JoeHukum,Technology,Enterprise customer engagement solutions,NCR,Sumit Jain,Seed Funding,
1384,1385,2016-09-21,Co Life,Consumer Internet,shared living and working spaces platform,Bengaluru,Undisclosed Investors,Seed Funding,1000000.0
1385,1386,2016-09-21,PurpleDocs,Consumer Internet,Electronic Health care records platform,Vadodara,"KellyGamma, Lead Angels & Others",Seed Funding,
1386,1387,2016-09-21,Pepperfry,eCommerce,Furniture eTailer,Mumbai,"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",Private Equity,31300000.0
1387,1388,2016-09-21,eQuickies,eCommerce,Online Book etailer,Ahmedabad,Lothal Angel Ventures,Seed Funding,298000.0
1388,1389,2016-09-21,Khel Now,Consumer Internet,Mobile-based social networking platform,NCR,Anglian Omega Network,Seed Funding,350000.0
1389,1390,2016-09-22,Gadgetwood,Consumer Internet,On-Demand Gadget repair services platform,NCR,Carpediem Capital,Private Equity,6000000.0
1390,1391,2016-09-22,DailyRounds,Consumer Internet,Mobile App for Doctors,Bengaluru,"Accel Partners, Beenext, Powerhouse Ventures, Akusa Holdings",Private Equity,
1391,1392,2016-09-22,Flixy Games,Technology,Mobile Game Publisher for Indian audience,Bengaluru,Rebright Partners,Seed Funding,425000.0
1392,1393,2016-09-22,HashTaag,Technology,Mobile App Development company,Bengaluru,Undisclosed Investors,Seed Funding,1000000.0
1393,1394,2016-09-22,PharmaRack,Technology,SAAS application for Pharma Industry,Pune,"Currae Healthtech Fund, Unicorn India Ventures",Private Equity,745000.0
1394,1395,2016-09-23,xc2xa0CloudCherry,Technology,CRM SAAS Platform,Chennai,"Vertex Ventures, Cisco Ventures, IDG Ventures",Private Equity,6000000.0
1395,1396,2016-09-23,Parentlane,Consumer Internet,Social Platform for babycare and parenting,Bengaluru,Rohit MA,Seed Funding,
1396,1397,2016-09-23,First Moms Club,Consumer Internet,Social Network for Mothers,Mumbai,Idea Wave Labs,Seed Funding,
1397,1398,2016-09-23,inMotion,Technology,Financial platform for daily wage earning communities,NCR,"Prashant Tandon, Gaurav Agarwal, Gaurav Bhogle, Shrishti Sahu, Shantanu Mathur, Prabhat Aggarwal",Seed Funding,
1398,1399,2016-09-26,Let\xe2\x80\x99s Barter,Consumer Internet,Goods & Services Barter Platform,NCR,Scale Ventures Funds,Seed Funding,
1399,1400,2016-09-26,EvenGini,Consumer Internet,Event Registration and Ticketing platform,Chennai,Procam International Pvt. Ltd,Private Equity,
1400,1401,2016-09-27,TinyStep,Consumer Internet,Parenting Network Platform,Bengaluru,Flipkart Logistics Pvt. Ltd,Private Equity,1580000.0
1401,1402,2016-09-27,Canvs,Consumer Internet,Community Platform for Artists and Designers,Mumbai,Pratik Seal,Seed Funding,
1402,1403,2016-09-28,Beardo,eCommerce,Mens Grooming products etailer,Ahmedabad,Venture Catalysts,Seed Funding,500000.0
1403,1404,2016-09-28,Instacar,Consumer Internet,Out-Station Taxi Rental Platform,Indore,Swastika Co Ltd.,Seed Funding,1000000.0
1404,1405,2016-09-28,Celes Care,Consumer Internet,Virtual Health Clinic for Women,Hyderabad,Endiya Partners,Seed Funding,1000000.0
1405,1406,2016-09-28,Druva,Technology,Cloud Based Data Protection Solution,Pune,"Sequoia India, EDBI, Blue Cloud Ventures, Hercules Capital",Private Equity,51000000.0
1406,1407,2016-09-29,Promon,eCommerce,Local Commerce Platform,NCR,Now Capital,Seed Funding,180000.0
1407,1408,2016-09-29,Fastudent,eCommerce,Education eCommerce platform,NCR,"Kanwaljit Singh, Ajay Lakhotia, Pavan Ongole, Ashish Gupta",Seed Funding,
1408,1409,2016-09-29,Unocoin,Consumer Internet,Bitcoin Wallet,Bengaluru,"Blume Ventures, Mumbai Angels, ah! Ventures, Digital Currency Group, Boost VC, Bank to the Future and Funders Club",Private Equity,1500000.0
1409,1410,2016-09-30,Demyto,Consumer Internet,Vehicle maintenance Services platform,Pune,Deepak Nathani,Seed Funding,
1410,1411,2016-09-30,Zeta,Technology,Enterprise Cloud Solutions,Mumbai,Bhavin Turakhia,Private Equity,19000000.0
1411,1412,2016-09-30,Kalaage,Consumer Internet,Social Networking Platform for Writers,Jaipur,Rajasthan Angel Innovators Network,Seed Funding,
1412,1413,2016-08-01,HealthKart,eCommerce,Online Pharmacy & Health Marketplace,NCR,"Sequoia Capital India, Omidyar Network, Kae Capital",Private Equity,12000000.0
1413,1414,2016-08-01,Medinfi,Consumer Internet,Doctor & Clinic\\xc2\\xa0 Discovery Platform,Bengaluru,"Mudit Saxena, Evan Lim",Seed Funding,200000.0
1414,1415,2016-08-01,RepairEasy,Consumer Internet,Gadget Repair Services Platform,Pune,Undisclosed HNIs,Seed Funding,275000.0
1415,1416,2016-08-01,Voonik,eCommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bengaluru,InnoVen Capital,Private Equity,3000000.0
1416,1417,2016-08-01,Tokri,Consumer Internet,Hyperlocal Grocery Delivery platform,Pune,Syska LED group,Private Equity,2500000.0
1417,1418,2016-08-02,Sheroes,Consumer Internet,Online Job and Career Platform for Women,NCR,"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media",Private Equity,1800000.0
1418,1419,2016-08-02,Daily Ninja,Consumer Internet,Hyperlocal daily needs Products delivery platform,Bengaluru,"Venk Krishnan, Aprameya Radhakrishna, Anupam Mittal, Kunal Shah, Tracxn Labs, Subramanya SV, Ravi Garkipati",Seed Funding,
1419,1420,2016-08-02,Yumlane,Food & Beverage,Retail Food & Snack Offline centres,Mumbai,"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",Seed Funding,1000000.0
1420,1421,2016-08-03,Xcode,Healthcare,Personal Genomics,Chennai,RoundGlass Partners,Private Equity,
1421,1422,2016-08-03,ExtraCarbon,Consumer Internet,Waste Recycle Management platform,NCR,Brand Capital,Seed Funding,225000.0
1422,1423,2016-08-03,FlickBay,Consumer Internet,Mobile Based Bollywood Discovery platform,Mumbai,Paul Roy,Seed Funding,890000.0
1423,1424,2016-08-04,Petoo,Consumer Internet,Food Delivery Platform,Bengaluru,Existing Investors,Seed Funding,500000.0
1424,1425,2016-08-04,lehlehsports,Others,Sports Arena discovery,NCR,Anglian Omega Network,Seed Funding,
1425,1426,2016-08-05,Tricog,Healthcare,Healthcare Analytics Platform,Bengaluru,"Inventus Capital Partners, Blume Ventures & Others",Private Equity,
1426,1427,2016-08-06,VST Travels,Technology,Travel Ticket Booking Software,Kerala,Promatus Group,Seed Funding,27000.0
1427,1428,2016-08-08,AdPushUp,Technology,Ad optimization Platform,NCR,"Geniee, Inc, Purvi Capital",Private Equity,
1428,1429,2016-08-08,Wefly Indoor Skydiving,Others,Indoor Skydiving Sports Provider,Mumbai,Swastika Company Ltd.,Seed Funding,40000.0
1429,1430,2016-08-08,Mojarto,eCommerce,"Original Art, Digital Prints etailer",NCR,Undisclosed Investors,Seed Funding,445000.0
1430,1431,2016-08-08,Zipgrid,Consumer Internet,Community services platform,Mumbai,1Crowd (through crowd funding),Seed Funding,200000.0
1431,1432,2016-08-09,MobiDent,Healthcare,Dental Protection Solution,Bengaluru,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,
1432,1433,2016-08-09,Zeolr/RespirON,Technology,Healthcare related IoT platform,NCR,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,
1433,1434,2016-08-10,Vebbler,Consumer Internet,Photo Sharing Mobile App,Bengaluru,"Anupam Mittal, Sharad Sharma & 14 others",Seed Funding,500000.0
